Quality Supplement Mfg,,,,,,,,,,
Inventory Availability,,,,,,,,,,
  ,,,,,,,,,,
Part,Description,UOM,"On
Hand",Allocated,"Not
Available","Drop
Ship",Available,"On
Order",Committed,Short
R176,L-Glutathione (Reduced),kg,9.677,0.00,0.00,0.00,9.677,0.00,0.00,0.00
R180,Gymnema Sylvestre Extract 4:1,kg,2.70,0.00,0.00,0.00,2.70,0.00,0.00,0.00
R181,Bromelain 74 GDU/g,kg,35.896,18.92,0.00,0.00,16.976,0.00,17.602,0.00
R182,Juniper Berry Extract 4:1,kg,1.437,0.00,1.437,0.00,0.00,0.00,0.00,0.00
R183,Vanadyl Sulfate,kg,10.67,0.00,2.449,0.00,8.221,0.00,0.00,0.00
R184,L-Methionine,kg,38.31,17.60,0.00,0.00,20.71,0.00,17.602,0.00
R185,Uva Ursi Powder,kg,0.47,0.00,0.00,0.00,0.47,0.00,0.00,0.00
R186,Cranberry Fruit Powder,kg,0.644,0.00,0.00,0.00,0.644,0.00,0.00,0.00
R188,L-Taurine,kg,45.402,86.7529,0.00,0.00,0.00,50.00,0.00,41.3509
R190,Caffeine Anhydrous,kg,56.717,84.9524,0.00,0.00,0.00,40.00,0.00,28.2354
R191,Green Tea Extract 4:1,kg,26.825,67.45,1.975,0.00,0.00,0.00,9.70,42.60
R194,White Kidney Bean Extract 4:1,kg,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
R198,Spearmint Leaf Powder,kg,10.36,0.00,0.15,0.00,10.21,0.00,0.00,0.00
R200,Dandelion Leaf Powder,kg,40.01,0.00,25.00,0.00,15.01,0.00,0.00,0.00
R201,Sarsaparilla Root Powder,kg,66.655,59.40,0.00,0.00,7.255,0.00,0.00,0.00
R202,Scullcap Herb Powder,kg,11.01352,0.00,11.01352,0.00,0.00,0.00,0.00,0.00
R205,Gotu Kola Herb Powder,kg,0.601,0.00,0.049,0.00,0.552,0.00,0.00,0.00
R206,Barberry Root Powder (Berberis vulgaris),kg,18.519,0.00,0.00,0.00,18.519,0.00,0.00,0.00
R208,Nettle Leaf Powder,kg,18.589,0.00,0.00,0.00,18.589,0.00,0.00,0.00
R209,Acai Berry P.E. 4:1,kg,17.785,0.00,0.00,0.00,17.785,0.00,0.00,0.00
R210,Cascara Sagrada P.E. 4:1,kg,21.59,0.00,0.00,0.00,21.59,0.00,0.00,0.00
R212,"Vitamin A Acetate 500,000 IU / g",kg,11.012,2.0528,1.088,0.00,7.8712,0.00,1.112,0.00
R213,L-Glycine,kg,19.719,0.00,1.005,0.00,18.714,0.00,0.00,0.00
R214,Citric Acid,kg,735.40589,718.05246,545.00,0.00,0.00,0.00,0.00,527.64657
R215,Resveratrol 20%,kg,15.04,0.00,0.00,0.00,15.04,0.00,0.00,0.00
R216,L-Proline,kg,5.626,29.37267,0.3545,0.00,0.00,0.00,0.00,24.10117
R218,L-Glutamine,kg,51.192,460.78732,0.00,0.00,0.00,450.00,0.00,409.59532
R219,Phosphatidylserine 20% (ALLERGEN: SOY),kg,12.209,0.00,0.00,0.00,12.209,0.00,0.00,0.00
R220,Sucralose,kg,37.40,89.62275,0.00,0.00,0.00,75.00,0.00,52.22275
R221,Vitamin B2 Riboflavin,kg,52.765,33.96405,25.00,0.00,0.00,0.00,1.879,6.19905
R224,Saw Palmetto Extract 4:1,kg,20.341,0.00,0.00,0.00,20.341,0.00,0.00,0.00
R225,DMAE (Dimethylaminoethanol),kg,13.43,0.00,0.00,0.00,13.43,0.00,0.00,0.00
R226,5-HTP (L-5 Hydroxytryptophan),kg,12.089,561.22,0.00,0.00,0.00,550.00,0.00,549.131
R227,D-Calcium Pantothenate,kg,81.386,62.56975,0.00,0.00,18.81625,0.00,6.316,0.00
R230,Green Coffee Bean Extract 50%,kg,50.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00
R231,N-Acetyl L-Carnitine HCl,kg,24.503,0.00,9.40,0.00,15.103,0.00,0.00,0.00
R232,Bacopa Monnieri Extract 20%,kg,86.254,0.00,69.741,0.00,16.513,0.00,0.00,0.00
R234,Raspberry Ketones 99%,kg,0.258,0.00,0.00,0.00,0.258,0.00,0.00,0.00
R235,Melatonin,kg,2.209,0.00,0.781,0.00,1.428,0.00,0.00,0.00
R236,Biotin Pure (Vitamin B7),kg,0.385,0.18318,0.00,0.00,0.20182,0.00,0.025,0.00
R237,Microcrystalline Cellulose 102 (MCC),kg,80.473,82.452,0.00,0.00,0.00,0.00,10.021,1.979
R239,Vitamin E (d-alpha-tocopherol) Succinate 1210 (Natural),kg,13.227,77.29929,0.00,0.00,0.00,75.00,0.00,64.07229
R240,Gotu Kola Extract 10:1,kg,15.788,0.00,15.788,0.00,0.00,0.00,0.00,0.00
R241,Licorice Root Powder,kg,22.37,0.00,0.00,0.00,22.37,0.00,0.00,0.00
R243,Iron (Ferrous) Aminomin 20% Fine Powder,kg,9.002,27.44,0.00,0.00,0.00,25.00,0.00,18.438
R244,Copper Aminomin 10% Fine Powder,kg,0.00,0.392,0.00,0.00,0.00,25.00,0.00,0.392
R246,L-Carnitine Tartrate,kg,66.21,300.50826,0.00,0.00,0.00,250.00,0.00,234.29826
R247,L-Leucine,kg,97.185,0.00,0.00,0.00,97.185,0.00,0.00,0.00
R248,L-Valine,kg,4.158,0.00,0.00,0.00,4.158,0.00,0.00,0.00
R249,L-Isoleucine,kg,9.096,0.00,9.096,0.00,0.00,0.00,0.00,0.00
R250,"Vitamin A Palmitate 250,000 IU/g",kg,13.735,5.035,0.00,0.00,8.70,0.00,0.00,0.00
R251,L-Arginine (Base),kg,7.038,0.00,0.00,0.00,7.038,0.00,0.00,0.00
R253,Zinc Gluconate 14%,kg,11.575,7.1425,0.00,0.00,4.4325,0.00,0.00,0.00
R254,"Vitamin D3 Cholecalciferol (100,000 IU/g)",kg,6.606,7.29523,0.00,0.00,0.00,25.00,3.957,0.68923
R255,Calcium Citrate,kg,85.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00
R259,L-Cysteine Mono HCl,kg,12.612,12.15918,12.612,0.00,0.00,0.00,0.00,12.15918
R260,L-Aspartic Acid,kg,11.799,0.00,4.623,0.00,7.176,0.00,0.00,0.00
R261,L-Alanine,kg,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
R262,Copper Gluconate 13%,kg,20.605,0.00,0.00,0.00,20.605,0.00,0.00,0.00
R266,L-Lysine HCl,kg,63.727,37.17441,0.00,0.00,26.55259,0.00,0.00,0.00
R269,Beef Liver Powder S.D.,kg,139.05,99.00,0.00,0.00,40.05,0.00,0.00,0.00
R270,Boron Citrate 5%,kg,4.965,0.00,2.165,0.00,2.80,0.00,0.00,0.00
R271,Copper Citrate 33%,kg,0.338,0.00,0.338,0.00,0.00,0.00,0.00,0.00
R272,Molybdenum Aminomin 0.2%,kg,2.975,2.10,0.00,0.00,0.875,0.00,2.10,0.00
R273,Zinc Citrate 30%,kg,3.526,0.00,0.00,0.00,3.526,0.00,0.00,0.00
R274,Manganese Aminomin 10%,kg,52.702,29.48,0.00,0.00,23.222,0.00,29.48,0.00
R275,Horsetail P.E. 7%,kg,20.67,204.75331,0.00,0.00,0.00,0.00,0.00,184.08331
R277,Bladderwrack Powder,kg,1.298,0.00,0.00,0.00,1.298,0.00,0.00,0.00
R278,DHEA  (Dehydroepiandrosterone),kg,8.217,0.00,0.00,0.00,8.217,0.00,0.00,0.00
R279,Glucomannan 95% (Konjac),kg,23.457,0.00,0.00,0.00,23.457,0.00,0.00,0.00
R283,White Kidney Bean Extract 20:1,kg,15.30,154.00,0.00,0.00,0.00,0.00,0.00,138.70
R284,Tart Cherry Extract 10:1,kg,8.137,0.00,0.00,0.00,8.137,0.00,0.00,0.00
R290,Manganese Sulfate,kg,4.008,0.00,4.008,0.00,0.00,0.00,0.00,0.00
R295,Olive Leaf Extract 4:1,kg,24.239,0.00,0.00,0.00,24.239,0.00,0.00,0.00
R296,Flax Seed Powder,kg,65.119,92.40,0.00,0.00,0.00,50.00,0.00,27.281
R297,Astragalus Extract 4:1,kg,65.277,45.3282,0.00,0.00,19.9488,0.00,19.268,0.00
R298,Zinc Aminomin 20%,kg,25.651,0.00,0.00,0.00,25.651,0.00,0.00,0.00
R301,SC90 (Cellulose),kg,37.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00
R304,Dong Quai Root Extract 4:1,kg,4.539,1.915,0.00,0.00,2.624,0.00,0.25,0.00
R308,Chromium Aminomin 10%,kg,5.232,0.00,5.00,0.00,0.232,0.00,0.00,0.00
R309,Conjugated Linoleic Acid (CLA) 60%,kg,7.771,0.00,0.00,0.00,7.771,0.00,0.00,0.00
R310,Organic Kelp Powder,kg,31.909,0.00,0.00,0.00,31.909,0.00,0.00,0.00
R313,Fish Oil Powder (Omega 3),kg,0.202,0.00,0.202,0.00,0.00,0.00,0.00,0.00
R314,Watercress Leaf Powder,kg,25.919,0.00,14.249,0.00,11.67,0.00,0.00,0.00
R321,Parsley Leaf Powder,kg,64.161,47.2286,0.00,0.00,16.9324,0.00,0.00,0.00
R322,Spinach Extract 4:1,kg,44.777,116.4668,0.00,0.00,0.00,0.00,25.866,71.6898
R323,Magnolia Bark Extract Honokiol 2% HPLC,kg,24.87,0.00,0.00,0.00,24.87,0.00,0.00,0.00
R324,Strawberry Powder,kg,0.481,0.00,0.00,0.00,0.481,0.00,0.00,0.00
R326,Fennel Seed Extract 5:1,kg,0.874,0.00,0.00,0.00,0.874,0.00,0.00,0.00
R328,Hoodia Gordonii Powder,kg,5.41,0.00,0.669,0.00,4.741,0.00,0.00,0.00
R329,Cabbage Powder,kg,0.413,0.00,0.00,0.00,0.413,0.00,0.00,0.00
R331,Betaine HCl,kg,6.177,0.00,6.145,0.00,0.032,0.00,0.00,0.00
R332,Theobromine,kg,6.533,0.00,0.00,0.00,6.533,0.00,0.00,0.00
R333,Amla Powder,kg,15.799,0.00,0.00,0.00,15.799,0.00,0.00,0.00
R336,Grapefruit Extract 4:1,kg,0.523,0.00,0.00,0.00,0.523,0.00,0.00,0.00
R338,Cat's Claw Bark Powder,kg,3.61,0.00,0.00,0.00,3.61,0.00,0.00,0.00
R339,Cordyceps Mushrooms P.E. 2:1,kg,43.155,0.00,43.155,0.00,0.00,0.00,0.00,0.00
R341,Brewers Yeast,kg,49.54,27.50,25.00,0.00,0.00,0.00,0.00,2.96
R343,Shiitake Mushroom Powder,kg,0.859,0.00,0.00,0.00,0.859,0.00,0.00,0.00
R346,Larch Arabinogalactan Powder,kg,17.597,0.00,0.00,0.00,17.597,0.00,0.00,0.00
R348,Reishi Mushroom Extract 4:1,kg,14.06,1.915,0.00,0.00,12.145,0.00,0.25,0.00
R350,Slippery Elm Bark Extract 4:1,kg,99.652,76.8433,0.00,0.00,22.8087,0.00,76.842,0.00
R351,White Willow Bark Extract 4:1,kg,5.808,0.00,0.00,0.00,5.808,0.00,0.00,0.00
R352,Fruit Punch Flavor (Gold Coast# 325224),kg,45.34,123.783,0.00,0.00,0.00,90.68,0.00,78.443
R354,Garcinia Cambogia Extract 4:1,kg,7.878,0.00,0.00,0.00,7.878,0.00,0.00,0.00
R355,Organic Ashwagandha Root Powder,kg,18.53,6.82737,0.00,0.00,11.70263,0.00,0.00,0.00
R361,Oat Straw Powder,kg,1.80,0.00,0.00,0.00,1.80,0.00,0.00,0.00
R363,Calcium Chelate 40% (Aminomin),kg,151.921,0.00,150.00,0.00,1.921,0.00,0.00,0.00
R364,Potassium Krebs 33%,kg,0.812,0.00,0.00,0.00,0.812,65.00,0.00,0.00
R365,Magnesium Chelate 40% Amino Acid,kg,6.50,9.80,0.00,0.00,0.00,25.00,0.00,3.30
R367,AlphaSize 50P (Alpha GPC),kg,38.442,19.40,0.00,0.00,19.042,0.00,19.40,0.00
R368,Beet Root Powder,kg,21.37,13.01,0.00,0.00,8.36,0.00,0.00,0.00
R369,L-Glutamic Acid Anhydrous,kg,2.868,0.00,0.00,0.00,2.868,0.00,0.00,0.00
R370,L-Serine,kg,17.164,0.00,17.164,0.00,0.00,0.00,0.00,0.00
R372,Rice Bran Powder,kg,0.51,363.15984,0.00,0.00,0.00,385.39,0.00,362.64984
R373,Rose Hips Powder,kg,12.835,6.8282,2.15,0.00,3.8568,0.00,0.00,0.00
R377,DiCalcium Phosphate Anhydrous,kg,430.98,451.03104,0.00,0.00,0.00,0.00,18.039,20.05104
R381,Beta Sitosterol 40% (95% Phytosterols) (ALLERGEN: SOY),kg,7.87,0.00,0.00,0.00,7.87,0.00,0.00,0.00
R382,Marshmallow Powder,kg,55.105,49.50,0.00,0.00,5.605,0.00,0.00,0.00
R383,Saw Palmetto Extract (45% Fatty Acids by GC),kg,12.175,0.00,0.00,0.00,12.175,0.00,0.00,0.00
R384,Buchu Leaf Extract 4:1,kg,8.64,0.00,8.64,0.00,0.00,0.00,0.00,0.00
R386,Pygeum Africanum Extract 4:1,kg,9.56,0.00,1.36,0.00,8.20,0.00,0.00,0.00
R388,Calcium D-Glucarate,kg,0.565,0.00,0.00,0.00,0.565,0.00,0.00,0.00
R390,Zinc Picolinate 20%,kg,14.52206,0.00,0.376,0.00,14.14606,0.00,0.00,0.00
R391,Nettle Leaf Extract 4:1,kg,35.205,22.00,0.00,0.00,13.205,0.00,10.881,0.00
R392,Cat's Claw Bark P.E. 4:1,kg,4.371,0.00,0.00,0.00,4.371,0.00,0.00,0.00
R393,Phosphatidyl Choline 40%,kg,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
R395,Pumpkin Seed Extract 10:1,kg,344.083,687.50,0.00,0.00,0.00,350.00,344.083,343.417
R398,Selenium Amino Acid Chelate 0.2%,kg,62.914,27.89,0.00,0.00,35.024,0.00,27.89,0.00
R399,Fenugreek Seed Powder,kg,17.70,0.00,0.00,0.00,17.70,0.00,0.00,0.00
R400,N-Acetyl L-Cysteine,kg,35.27,0.00,13.27,0.00,22.00,0.00,0.00,0.00
R401,Artichoke Leaf Extract 4:1,kg,12.717,0.00,0.00,0.00,12.717,0.00,0.00,0.00
R402,Sodium Copper Chlorophyllin,kg,18.898,0.00,0.00,0.00,18.898,0.00,0.00,0.00
R403,Epimedium Extract (Horny Goat Weed) PE 10% Icariins,kg,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
R404,Zinc Sulfate 30%,kg,13.288,0.00,0.158,0.00,13.13,0.00,0.00,0.00
R405,Aloe Vera Powder 200:1,kg,43.476,22.40,1.285,0.00,19.791,0.00,0.00,0.00
R406,Wolfberry (Goji Berry) Extract 40% (10:1),kg,12.697,13.20,0.00,0.00,0.00,25.00,0.00,0.503
R407,Potassium Bitartrate,kg,22.68,0.00,0.00,0.00,22.68,0.00,0.00,0.00
R408,Horny Goat Weed (Epimedium Extract) P.E. 4:1,kg,3.616,0.00,0.252,0.00,3.364,0.00,0.00,0.00
R410,Milk Thistle Seed Extract 4:1,kg,3.127,0.00,0.00,0.00,3.127,0.00,0.00,0.00
R411,Ginkgo Biloba Extract 24% / 6%,kg,13.881,0.00,0.00,0.00,13.881,0.00,0.00,0.00
R412,DIM (Diindolylmethane),kg,0.071,0.00,0.071,0.00,0.00,0.00,0.00,0.00
R413,Croscarmellose Sodium,kg,112.826,26.34,44.985,0.00,41.501,0.00,10.021,0.00
R414,Maca Root Extract 10:1,kg,17.173,0.00,0.00,0.00,17.173,0.00,0.00,0.00
R415,Tribulus Terrestris Extract 60%,kg,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
R416,Yohimbe Bark Extract 8%,kg,5.327,0.00,0.00,0.00,5.327,0.00,0.00,0.00
R417,Muira Puama Extract 10:1,kg,177.696,137.50,0.00,0.00,40.196,0.00,68.829,0.00
R418,Pine Bark Extract 65%,kg,14.101,0.00,0.00,0.00,14.101,0.00,0.00,0.00
R420,Hops Flower Extract 10:1,kg,20.17,0.00,0.00,0.00,20.17,0.00,0.00,0.00
R421,Tongkat Ali Extract 200:1,kg,7.094,0.00,3.14,0.00,3.954,0.00,0.00,0.00
R422,Female Fern (Polypodium Vulgare) Extract 4:1,kg,8.873,0.00,0.00,0.00,8.873,0.00,0.00,0.00
R424,Black Elderberry Powder (Sambucus Nigra),kg,28.481,5.00,0.00,0.00,23.481,0.00,5.00,0.00
R426,Blueberry Fruit Powder,kg,9.648,6.8282,0.00,0.00,2.8198,0.00,0.00,0.00
R427,Psyllium Husk 85%,kg,262.886,0.00,2.886,0.00,260.00,0.00,0.00,0.00
R429,Papaya Leaf Powder,kg,18.183,0.00,0.00,0.00,18.183,0.00,0.00,0.00
R430,Pomegranate Fruit Powder,kg,14.618,6.8282,7.22,0.00,0.5698,0.00,0.00,0.00
R432,Noni Fruit Powder (Hawaiian),kg,8.66,6.8282,0.66,0.00,1.1718,0.00,0.00,0.00
R433,00 Gelatin Blue 0570.01 Capsules,ea,"28,373.00",0.00,0.00,0.00,"28,373.00",0.00,0.00,0.00
R439,Coleus Forskolin Extract 4:1,kg,23.107,109.69,0.00,0.00,0.00,0.00,13.44,86.583
R441,Methanol,gal,733.80,11.00,0.00,0.00,722.80,0.00,0.00,0.00
R442,Methylene Chloride,gal,110.83,11.00,0.00,0.00,99.83,0.00,0.00,0.00
R445,Glucosamine HCl 80 Mesh,kg,695.743,646.449,0.00,0.00,49.294,0.00,316.449,0.00
R446,Tongkat Ali Extract 100:1 (root),kg,27.57,11.11,0.00,0.00,16.46,0.00,5.565,0.00
R447,Catuaba Bark Powder,kg,89.55,55.00,0.00,0.00,34.55,0.00,26.338,0.00
R448,Tribulus Terrestris Fruit Powder,kg,7.88,0.00,0.00,0.00,7.88,0.00,0.00,0.00
R450,Oyster Shell Powder,kg,74.533,55.00,0.00,0.00,19.533,0.00,27.535,0.00
R451,Orchic Substance (Bovine),kg,78.89,55.00,0.00,0.00,23.89,0.00,27.535,0.00
R452,Sarsaparilla Extract 4:1,kg,662.567,632.50,0.00,0.00,30.067,0.00,316.609,0.00
R453,Green Coffee Bean Extract 4:1,kg,2.898,0.00,2.898,0.00,0.00,0.00,0.00,0.00
R454,Blessed Thistle Powder,kg,13.733,0.00,0.00,0.00,13.733,0.00,0.00,0.00
R456,Bilberry Fruit Extract 4:1,kg,9.661,66.00,0.00,0.00,0.00,75.00,0.00,56.339
R457,Malic Acid,kg,12.069,0.00,0.00,0.00,12.069,0.00,0.00,0.00
R458,Fumaric Acid,kg,8.50,0.00,0.00,0.00,8.50,0.00,0.00,0.00
R459,Potassium Iodide,kg,16.809,0.04248,0.00,0.00,16.76652,0.00,0.109,0.00
R460,Potassium Gluconate,kg,3.83,0.00,3.83,0.00,0.00,0.00,0.00,0.00
R462,Chromium Nicotinate 10%,kg,0.524,0.14415,0.00,0.00,0.37985,0.00,0.00,0.00
R463,L-Selenomethionine Trit on DCP 0.5%,kg,2.96,1.1214,0.00,0.00,1.8386,0.00,0.00,0.00
R464,Rutin,kg,27.916,58.90,9.213,0.00,0.00,0.00,16.703,40.197
R465,Calcium Gluconate 9%,kg,27.017,0.00,25.647,0.00,1.37,0.00,0.00,0.00
R466,Vitamin B1 Thiamine HCl,kg,22.941,1.24615,0.00,0.00,21.69485,0.00,0.00,0.00
R467,Magnesium Chloride,kg,14.756,0.00,14.756,0.00,0.00,0.00,0.00,0.00
R468,Vinpocetine,kg,0.024,0.00,0.00,0.00,0.024,0.00,0.00,0.00
R469,Yerba Mate Extract 4:1,kg,0.757,0.00,0.00,0.00,0.757,0.00,0.00,0.00
R470,Hesperidin 90%,kg,1.665,0.00,0.00,0.00,1.665,0.00,0.00,0.00
R471,Chamomile Extract 4:1,kg,9.913,0.00,0.00,0.00,9.913,0.00,0.00,0.00
R472,Valerian Extract 4:1,kg,19.22,0.00,0.00,0.00,19.22,0.00,0.00,0.00
R473,Passion Flower Extract 4:1,kg,26.577,0.00,12.177,0.00,14.40,0.00,0.00,0.00
R474,Ginger Root Extract 4:1,kg,221.181,305.23331,0.00,0.00,0.00,0.00,220.001,84.05231
R476,African Mango Seed Powder,kg,7.37,0.00,0.00,0.00,7.37,0.00,0.00,0.00
R477,Granular Turmeric Extract Curcuminoids 95% HPLC (Natural),kg,50.303,27.786,0.00,0.00,22.517,0.00,0.00,0.00
R478,Black Pepper Extract Piperine 95%,kg,130.32,169.157,25.00,0.00,0.00,75.00,47.681,63.837
R479,Collagen Chicken Type II Hydrolyzed,kg,4.623,0.00,0.00,0.00,4.623,0.00,0.00,0.00
R481,African Mango P.E. 4:1,kg,8.494,0.00,0.593,0.00,7.901,0.00,0.00,0.00
R482,Big Jim 4 Ingredient Blend,kg,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
R483,Conjugated Linoleic Acid (CLA) 40%,kg,4.757,0.00,0.00,0.00,4.757,0.00,0.00,0.00
R486,00 Gelatin Swedish Orange 0191.01 Capsules,ea,"10,000.00",0.00,0.00,0.00,"10,000.00",0.00,0.00,0.00
R490,Catethin™ Green Tea Extract 80% Catechins 60% EGCG,kg,18.30,0.00,0.00,0.00,18.30,0.00,0.00,0.00
R493,Cape Aloe Powder,kg,2.91,0.00,2.91,0.00,0.00,0.00,0.00,0.00
R494,Gotu Kola Extract 4:1,kg,14.971,0.00,14.971,0.00,0.00,0.00,0.00,0.00
R497,Goldenseal Herb Powder,kg,16.523,0.00,0.00,0.00,16.523,0.00,0.00,0.00
R498,White Willow Bark Powder,kg,25.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00
R500,Senna Leaf Powder,kg,8.99,0.00,8.99,0.00,0.00,0.00,0.00,0.00
R501,Nettle Root Extract 4:1,kg,8.679,0.00,8.265,0.00,0.414,0.00,0.00,0.00
R502,Oat Straw (Avena Sativa) P.E. 10:1,kg,157.87,115.50,0.00,0.00,42.37,0.00,57.812,0.00
R508,Papaya Fruit Powder,kg,16.379,1.32,0.00,0.00,15.059,0.00,0.00,0.00
R509,Maitake Mushroom Powder,kg,8.596,0.00,0.00,0.00,8.596,0.00,0.00,0.00
R510,Cordyceps Mushroom 7%,kg,10.617,0.00,0.00,0.00,10.617,0.00,0.00,0.00
R511,0 Gelatin Blue 0570.01 Capsules,ea,"30,000.00",0.00,0.00,0.00,"30,000.00",0.00,0.00,0.00
R512,Vitamin K2 MK-7 1% DCP,kg,0.935,0.5044,0.00,0.00,0.4306,0.00,0.505,0.00
R513,Yucca Root Extract 4:1,kg,6.627,0.00,6.627,0.00,0.00,0.00,0.00,0.00
R514,Saffron Flower P.E. 4:1,kg,5.423,0.00,0.00,0.00,5.423,0.00,0.00,0.00
R517,L-Ornithine Mono HCl,kg,21.50,0.00,0.00,0.00,21.50,0.00,0.00,0.00
R518,Hydroxypropyl Methylcellulose (HPMC),kg,140.00,50.4928,0.00,0.00,89.5072,0.00,0.00,0.00
R524,Soy Lecithin,kg,4.34,0.00,0.00,0.00,4.34,0.00,0.00,0.00
R526,Pycnogenol® - (Horphag),kg,0.966,1.86633,0.00,0.00,0.00,0.00,0.00,0.90033
R531,Ginkgo Biloba Extract 4:1,kg,7.155,6.8282,0.00,0.00,0.3268,0.00,0.00,0.00
R536,Green Tea Extract 50% Polyphenols,kg,14.64,0.00,0.00,0.00,14.64,0.00,0.00,0.00
R538,0 Plantcaps Clear Capsules,ea,"469,578.00","383,000.00",0.00,0.00,"86,578.00",0.00,0.00,0.00
R539,00 Plantcaps Clear Capsules,ea,"5,663,386.00","3,358,000.00",0.00,0.00,"2,305,386.00","140,000.00",0.00,0.00
R543,Vitamin K1 (1% Phytonadione),kg,28.11,8.26618,0.00,0.00,19.84382,0.00,1.39,0.00
R544,Rosemary Powder,kg,50.556,44.00,0.332,0.00,6.224,0.00,0.00,0.00
R549,00 Gelatin Black 8908.01 Capsules,ea,"120,000.00",0.00,0.00,0.00,"120,000.00",0.00,0.00,0.00
R551,Apple Cider Vinegar Powder,kg,7.495,0.00,0.00,0.00,7.495,0.00,0.00,0.00
R554,D-Aspartic Acid,kg,22.10,0.00,0.00,0.00,22.10,0.00,0.00,0.00
R557,Policosanol (10% Octacosanol),kg,0.18,0.00,0.00,0.00,0.18,0.00,0.00,0.00
R560,Opadry White 03B18344,kg,429.831,0.00,0.00,0.00,429.831,0.00,0.00,0.00
R561,Opadry Yellow 03B120041,kg,39.87,30.0036,0.00,0.00,9.8664,0.00,0.00,0.00
R562,Opadry Black 03B177000,kg,32.315,0.00,19.445,0.00,12.87,0.00,0.00,0.00
R565,Pork Liver Powder,kg,0.204,0.00,0.00,0.00,0.204,0.00,0.00,0.00
R566,Pork Suprarenal Substance,kg,1.055,0.00,0.00,0.00,1.055,0.00,0.00,0.00
R568,Vitamin B12 Pure Methylcobalamin,kg,0.207,0.03179,0.00,0.00,0.17521,0.00,0.012,0.00
R571,Maple Bacon Flavor GC#324033,kg,180.8507,176.00,0.00,0.00,4.8507,0.00,0.00,0.00
R572,Chondroitin Sulfate (Porcine) 90%,kg,129.285,125.40,0.00,0.00,3.885,0.00,0.00,0.00
R574,Whole Pituitary (Bovine),kg,3.709,0.00,3.709,0.00,0.00,0.00,0.00,0.00
R578,Chaste Berry Extract 4:1,kg,14.909,0.00,0.00,0.00,14.909,0.00,0.00,0.00
R579,Oat Fiber,kg,550.00,0.00,0.00,0.00,550.00,0.00,0.00,0.00
R580,Cetyl Myristoleate 20% (CMO),kg,0.406,0.00,0.00,0.00,0.406,0.00,0.00,0.00
R583,Berberine HCL 97% (Barberry) (Berberis aristata) (bark),kg,23.80,43.50112,0.00,0.00,0.00,0.00,0.00,19.70112
R584,Arginine Alpha-Ketoglutarate (AKG) 2:1,kg,345.337,727.9575,0.00,0.00,0.00,400.00,0.00,382.6205
R585,Superoxide Dismutase (Bovine),kg,5.089,0.00,0.00,0.00,5.089,0.00,0.00,0.00
R586,Huperzine A 1%,kg,1.498,0.00,0.00,0.00,1.498,0.00,0.00,0.00
R587,Hoodia Gordonii 20:1,kg,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
R588,Opadry II Red 85F150084 (do not order)(Reference R625),kg,9.40,0.00,9.40,0.00,0.00,0.00,0.00,0.00
R589,Bilberry Fruit Powder,kg,15.963,0.00,15.963,0.00,0.00,0.00,0.00,0.00
R591,F.D. Hemoglobin Granular - Code 290,kg,16.783,0.00,16.783,0.00,0.00,0.00,0.00,0.00
R593,Magnesium Malate 15%,kg,10.125,0.00,10.125,0.00,0.00,0.00,0.00,0.00
R595,Peppermint Leaf Powder,kg,7.353,6.8282,0.00,0.00,0.5248,0.00,0.00,0.00
R597,Vitamin B6 Pyridoxal-5-Phosphate,kg,13.561,2.86758,2.196,0.00,8.49742,0.00,0.00,0.00
R599,Calcium Ascorbate,kg,65.177,146.93278,0.00,0.00,0.00,0.00,44.839,81.75578
R602,Cauliflower Powder,kg,0.401,0.00,0.00,0.00,0.401,0.00,0.00,0.00
R607,Tomato Powder,kg,7.931,0.00,7.931,0.00,0.00,0.00,0.00,0.00
R608,Fructose Crystalline,kg,17.733,0.00,0.00,0.00,17.733,0.00,0.00,0.00
R609,Schisandra Extract 10:1 (2.0% Schisandrins),kg,18.195,0.00,0.00,0.00,18.195,0.00,0.00,0.00
R610,Beta Carotene 20% Powder CWS,kg,36.174,21.98025,0.00,0.00,14.19375,0.00,5.004,0.00
R611,Ascorbyl Palmitate,kg,19.429,113.47767,3.15,0.00,0.00,0.00,0.00,97.19867
R615,Zinc Bisglycinate Chelate 20% TRAACS,kg,4.18,0.00,0.00,0.00,4.18,0.00,0.00,0.00
R617,MegaNatural� BP Grape Seed Extract,kg,17.435,0.00,17.435,0.00,0.00,0.00,0.00,0.00
R620,Collagen Porcine Hydrolyzed,kg,0.387,0.00,0.00,0.00,0.387,0.00,0.00,0.00
R621,Organic Brown Rice Protein 80%,kg,111.623,83.00,11.623,0.00,17.00,0.00,0.00,0.00
